date,Artibonite,Centre,Grande_Anse,Nippes,Nord,Nord-Est,Nord-Ouest,Ouest,Sud,Sud-Est
2000-04-22,12.0319999694824,23.3899999459585,8.21250027418137,5.08090912212025,2.32263155987388,2.86384621033302,0,19.8734999299049,2.2250000304646,5.1689998626709
2000-04-23,1.8660000483195,0,0,0,3.5810526797646,0,0,4.39050006866455,0,0
2000-04-24,2.57399989763896,9.03249994913737,0,0,0,0,0.800999987125397,4.74449987411499,0.1099999944369,0
2000-04-25,16.1000005722046,10.9275000095367,6.39250016212463,0,10.9752631438406,4.08692308572622,4.15500001907349,5.72249991893768,2.30666682455275,9.37200026512146
2000-04-26,0,0,0,0,0.994736834576255,0.521538440997784,0,1.31250004768372,0,0
2000-04-27,20.1080004374186,14.9449999332428,0,0,30.8510533383018,8.44846145923321,0,0.344999980926514,0,0
2000-04-28,2.84000002543132,14.8199994564056,1.487500111262,0,2.54210522300319,9.46846155019907,1.4220000743866,0.649500036239624,0,0
2000-04-29,0.37400000890096,1.25249993801117,0.1099999944369,0.52636363289573,1.50789474186144,0,0,0.856499981880188,0.0366666648122999,0
2000-04-30,0.490000025431315,0,1.99249996741613,1.6390907981179,3.31578958661933,1.19307692234333,0,0.37649998664856,1.20500002304713,0
2000-05-01,0,5.07499980926514,0.475000003973643,1.45363635366613,0,0,0,0.469500017166138,1.10333333412806,0
2000-05-02,0,2.37500008940697,5.83749997615814,0.665454561060125,0,0.82153844833374,0,1.54949996471405,1.94333336088392,2.22599997520447
2000-05-03,0.67400000890096,6.5275000333786,0.61749999721845,0,0.716842136884991,3.67153848134554,0,3.97200000882149,0.168333331743876,0.372000002861023
2000-05-04,6.24599994023641,23.1949993769328,1.43000000715256,1.81636359474876,16.8852638947336,25.7423075162447,5.57999980449677,6.73350009918213,0.340000013510386,2.59500007629395
2000-05-05,6.89800001780192,23.5300000707308,2.8324999610583,3.90818179737438,28.5236848530016,11.0630772480598,25.9769994258881,6.15600003004074,2.78166670269436,5.37000026702881
2000-05-06,0.488000011444092,0.440000007549922,1.09999998410543,1.03636360168457,0.982105261401126,2.62846153516036,0,2.72700009942055,4.73833322525024,1.72800002098084
2000-05-07,0,0.410000006357829,0.379999995231628,1.58181819048795,0,0,0,4.14749989509582,0.721666667196486,2.1989999294281
2000-05-08,0,0,1.38000001509984,0,0,0,0,0.0974999964237213,0.581666655010647,0
2000-05-09,0.235999997456868,8.36500006914139,0.2650000055631,0,0.434210551412482,2.16692300943228,0.249000000953674,1.41450003385544,0.93833335240682,0.755999994277954
2000-05-10,2.40799997647603,7.18000018596649,0.262499988079071,3.21545449170199,4.53789478854129,4.55538480098431,1.1039999961853,0,0.498333324988683,0.171000003814697
2000-05-11,4.87599990367889,16.1174997488658,1.41249999403954,0,0.686842140398527,1.63615380800687,0.267000007629395,1.0200000166893,0.358333339293798,0
2000-05-12,0,4.62750009695689,5.85499978065491,4.09636376120827,0,0,0,2.27699995040894,8.80166665712992,0.503999996185303
2000-05-13,8.82600005467733,12.2875004212062,1.26749999324481,0.43363636190241,2.42368422056499,7.71461574847882,0,8.1029998421669,1.03166664971246,2.22599999904633
2000-05-14,10.8599997838338,17.3525000413259,17.697499593099,20.7381813742898,8.08421042090968,11.7669227856856,20.883000087738,25.5615000724792,16.8033332294888,13.7429998874664
2000-05-15,0.244000005722046,0,2.28500000635783,2.81181825291027,1.13210531284935,2.20615384211907,0.216000008583069,0.421500015258789,3.75666678614087,1.28099999427795
2000-05-16,18.4740008036296,32.7275008360545,16.6475003560384,9.44727238741788,11.4457894877384,9.48692299769475,10.8089999675751,30.7004991054535,7.5099999109904,16.3019999742508
2000-05-17,24.982000096639,34.8475001653036,17.8849996725718,15.7336366826838,21.4278943413182,14.9330771519588,24.3059999465942,47.5214983701706,9.79833331373003,19.3799995422363
2000-05-18,2.52200009822845,4.32499992847443,0.704999963442485,2.79818192395297,3.17368425821003,2.8084616294274,0,1.99200003147125,9.10166668891907,2.88299999237061
2000-05-19,0,0.652500003576279,0.159999996423721,0,0,0,0.249000000953674,1.93799992799759,0.0533333321412404,0
2000-05-20,0,0,0,0,0,0.0876923065919143,0,0.190499997138977,0,0
2000-05-21,0,0.200000007947286,0,0,0,0,0,0.652499997615814,0,0
2000-05-22,1.82000007629395,1.3575000166893,0,1.44000001387163,0,0,0,5.81250009536743,0.220000002119276,0
2000-05-23,0.789999993642171,0.664999971787135,0,0,1.12263156865772,0,0.372000002861023,0.589499968290329,0,0
2000-05-24,1.06799996693929,0.640000025431315,0.0974999964237213,0,13.0105263559442,8.86846190232497,0,0.100499999523163,0,0
2000-05-25,8.64600009918213,9.58250021934509,0,2.80363637750799,2.84842109052758,1.68230764682476,0.372000002861023,5.84549980163574,2.37000007927418,0
2000-05-26,1.34000002543132,20.5099990367889,3.7349998553594,9.11727237701416,8.99210514520344,20.7969227570754,1.7099999666214,6.41249987483025,5.26166658931308,4.86299982070923
2000-05-27,20.6760001818339,56.0675007502238,14.1875003973643,19.906363400546,20.0984202435142,4.31769205973699,0,20.0340001106262,2.99333331320021,14.6910004615784
2000-05-28,8.4120002746582,34.2774996757507,0,0,1.45263157392803,18.5446155254657,0,7.6965000629425,0,5.80800006389618
2000-05-29,8.48200000127157,22.2774995962779,6.40750014781952,5.08363654396751,2.14105254725406,4.97307674701397,0.738000011444092,18.4694993019104,2.05833339691162,10.2930000305176
2000-05-30,2.73200000127157,5.08999985456467,0.922499974568685,21.8509094931863,10.3405262545535,1.64307693334726,18.7680000305176,20.302498871088,2.56000004874335,7.67699995040894
2000-05-31,42.7440007527669,43.3400003115336,11.6025008956591,6.78272754495794,52.3152632462351,69.9161558884841,13.3829996585846,17.0100002288818,1.34499997562832,3.0600001335144
